time,grid_load,soc
0.0,23.0,45.96666666666667
1.0,23.0,46.13333333333334
2.0,23.0,46.300000000000004
3.0,23.0,46.46666666666667
4.0,23.0,46.63333333333334
5.0,23.0,46.800000000000004
6.0,23.0,46.96666666666667
7.0,23.0,47.13333333333334
8.0,23.0,47.300000000000004
9.0,23.0,47.46666666666667
10.0,23.0,47.63333333333334
11.0,23.0,47.800000000000004
12.0,23.0,47.96666666666667
13.0,23.0,48.13333333333334
14.0,23.0,48.300000000000004
15.0,23.0,48.46666666666667
16.0,23.0,48.63333333333334
17.0,23.0,48.800000000000004
18.0,23.0,48.966666666666676
19.0,23.0,49.13333333333334
20.0,23.0,49.300000000000004
21.0,23.0,49.46666666666667
22.0,23.0,49.63333333333334
23.0,23.0,49.800000000000004
24.0,23.0,49.96666666666667
25.0,23.0,50.13333333333334
26.0,23.0,50.300000000000004
27.0,23.0,50.46666666666667
28.0,23.0,50.63333333333334
29.0,23.0,50.800000000000004
30.0,23.0,50.96666666666667
31.0,23.0,51.13333333333334
32.0,23.0,51.300000000000004
33.0,23.0,51.46666666666667
34.0,23.0,51.63333333333334
35.0,23.0,51.800000000000004
36.0,23.0,51.96666666666667
37.0,23.0,52.13333333333333
38.0,23.0,52.300000000000004
39.0,23.0,52.46666666666667
40.0,23.0,52.63333333333333
41.0,23.0,52.800000000000004
42.0,23.0,52.96666666666667
43.0,23.0,53.13333333333333
44.0,23.0,53.300000000000004
45.0,23.0,53.46666666666667
46.0,23.0,53.63333333333333
47.0,23.0,53.8
48.0,23.0,53.96666666666667
49.0,23.0,54.13333333333333
50.0,23.0,54.3
51.0,23.0,54.46666666666667
52.0,23.0,54.63333333333333
53.0,23.0,54.8
54.0,23.0,54.96666666666667
55.0,23.0,55.13333333333333
56.0,23.0,55.3
57.0,23.0,55.46666666666667
58.0,23.0,55.63333333333333
59.0,23.0,55.8
60.0,23.0,55.96666666666667
61.0,23.0,56.13333333333333
62.0,23.0,56.3
63.0,23.0,56.46666666666666
64.0,23.0,56.63333333333333
65.0,23.0,56.8
66.0,23.0,56.96666666666666
67.0,23.0,57.133333333333326
68.0,23.0,57.3
69.0,23.0,57.46666666666666
70.0,23.0,57.633333333333326
71.0,23.0,57.8
72.0,23.0,57.96666666666666
73.0,23.0,58.133333333333326
74.0,23.0,58.3
75.0,23.0,58.46666666666666
76.0,23.0,58.633333333333326
77.0,23.0,58.8
78.0,23.0,58.96666666666666
79.0,23.0,59.133333333333326
80.0,23.0,59.3
81.0,23.0,59.46666666666666
82.0,23.0,59.633333333333326
83.0,23.0,59.8
84.0,23.0,59.96666666666666
85.0,23.0,60.133333333333326
86.0,23.0,60.29999999999999
87.0,23.0,60.46666666666666
88.0,23.0,60.633333333333326
89.0,23.0,60.79999999999999
90.0,23.0,60.966666666666654
91.0,23.0,61.133333333333326
92.0,23.0,61.29999999999999
93.0,23.0,61.466666666666654
94.0,23.0,61.633333333333326
95.0,23.0,61.79999999999999
96.0,23.0,61.966666666666654
97.0,23.0,62.133333333333326
98.0,23.0,62.29999999999999
99.0,23.0,62.466666666666654
100.0,23.0,62.633333333333326
101.0,23.0,62.79999999999999
102.0,23.0,62.966666666666654
103.0,23.0,63.133333333333326
104.0,23.0,63.29999999999999
105.0,23.0,63.466666666666654
106.0,23.0,63.633333333333326
107.0,23.0,63.79999999999998
108.0,23.0,63.966666666666654
109.0,23.0,64.13333333333333
110.0,23.0,64.29999999999998
111.0,23.0,64.46666666666665
112.0,23.0,64.63333333333333
113.0,23.0,64.79999999999998
114.0,23.0,64.96666666666665
115.0,23.0,65.13333333333333
116.0,23.0,65.29999999999998
117.0,23.0,65.46666666666665
118.0,23.0,65.63333333333333
119.0,23.0,65.79999999999998
120.0,23.0,65.96666666666665
121.0,23.0,66.13333333333333
122.0,23.0,66.29999999999998
123.0,23.0,66.46666666666665
124.0,23.0,66.63333333333333
125.0,23.0,66.79999999999998
126.0,23.0,66.96666666666665
127.0,23.0,67.13333333333331
128.0,23.0,67.29999999999998
129.0,23.0,67.46666666666665
130.0,23.0,67.63333333333333
131.0,23.0,67.79999999999998
