time,grid_load,soc
0.0,55.0,45.11666666666667
1.0,55.0,45.53333333333334
2.0,55.0,45.95
3.0,55.0,46.36666666666667
4.0,55.0,46.78333333333334
5.0,55.0,47.2
6.0,55.0,47.61666666666667
7.0,55.0,48.03333333333334
8.0,55.0,48.45
9.0,55.0,48.86666666666667
10.0,55.0,49.28333333333334
11.0,55.0,49.7
12.0,55.0,50.11666666666667
13.0,55.0,50.53333333333333
14.0,55.0,50.95
15.0,55.0,51.36666666666667
16.0,55.0,51.78333333333333
17.0,55.0,52.2
18.0,55.0,52.61666666666667
19.0,55.0,53.03333333333333
20.0,55.0,53.45
21.0,55.0,53.866666666666674
22.0,55.0,54.28333333333334
23.0,55.0,54.7
24.0,55.0,55.116666666666674
25.0,55.0,55.53333333333334
26.0,55.0,55.95
27.0,55.0,56.366666666666674
28.0,55.0,56.78333333333334
29.0,55.0,57.20000000000001
30.0,55.0,57.616666666666674
31.0,55.0,58.033333333333346
32.0,55.0,58.45000000000001
33.0,55.0,58.866666666666674
34.0,55.0,59.283333333333346
35.0,55.0,59.70000000000001
36.0,55.0,60.116666666666674
37.0,55.0,60.53333333333334
38.0,55.0,60.95
39.0,55.0,61.366666666666674
40.0,55.0,61.78333333333333
41.0,55.0,62.2
42.0,55.0,62.616666666666674
43.0,55.0,63.03333333333333
44.0,55.0,63.45
45.0,55.0,63.86666666666666
46.0,55.0,64.28333333333333
47.0,55.0,64.69999999999999
48.0,55.0,65.11666666666666
49.0,55.0,65.53333333333333
50.0,55.0,65.94999999999999
51.0,55.0,66.36666666666666
52.0,55.0,66.78333333333333
53.0,55.0,67.19999999999999
54.0,55.0,67.61666666666665
55.0,55.0,68.03333333333332
56.0,55.0,68.44999999999999
57.0,55.0,68.86666666666665
58.0,55.0,69.28333333333332
59.0,55.0,69.69999999999999
60.0,55.0,70.11666666666665
61.0,55.0,70.53333333333332
62.0,55.0,70.94999999999999
63.0,55.0,71.36666666666665
64.0,55.0,71.78333333333332
65.0,55.0,72.19999999999997
66.0,55.0,72.61666666666665
67.0,55.0,73.0333333333333
68.0,55.0,73.44999999999997
69.0,55.0,73.86666666666665
70.0,55.0,74.2833333333333
71.0,55.0,74.69999999999997
72.0,55.0,75.11666666666665
73.0,55.0,75.53333333333332
74.0,55.0,75.94999999999999
75.0,55.0,76.36666666666665
76.0,55.0,76.78333333333333
77.0,55.0,77.19999999999999
78.0,55.0,77.61666666666666
79.0,55.0,78.03333333333333
80.0,55.0,78.44999999999999
81.0,55.0,78.86666666666667
82.0,55.0,79.28333333333333
83.0,55.0,79.7
84.0,55.0,80.11666666666667
85.0,55.0,80.53333333333335
86.0,55.0,80.95000000000002
87.0,55.0,81.36666666666667
88.0,55.0,81.78333333333335
89.0,55.0,82.20000000000002
90.0,55.0,82.61666666666667
91.0,55.0,83.03333333333336
92.0,55.0,83.45000000000002
93.0,55.0,83.86666666666669
94.0,55.0,84.28333333333336
95.0,55.0,84.70000000000002
96.0,55.0,85.1166666666667
97.0,55.0,85.53333333333336
98.0,55.0,85.95000000000003
99.0,55.0,86.3666666666667
100.0,55.0,86.78333333333337
101.0,55.0,87.20000000000005
102.0,55.0,87.6166666666667
103.0,55.0,88.03333333333337
104.0,55.0,88.45000000000005
105.0,55.0,88.86666666666672
106.0,55.0,89.28333333333339
107.0,53.29103640645066,89.68705330610953
108.0,51.28821795606428,90.07560041183729
109.0,49.36067073355596,90.44954488709149
110.0,47.505565846598905,90.80943553744453
111.0,45.7201807201408,91.15580054290014
112.0,44.00189510071881,91.48914823305711
113.0,42.34818721094285,91.80996783314
114.0,40.75663004850368,92.1187301819923
115.0,39.224887824274106,92.41588842308528
116.0,37.75071253427575,92.70187866955706
117.0,36.33194066048033,92.97712064425768
118.0,34.966489995603695,93.24201829573953
119.0,33.65235658723242,93.49696039109736
120.0,32.38761179679835,93.74232108652764
121.0,31.170399469084497,93.97846047644495
122.0,29.99893320810858,94.20572512196091
123.0,28.87149375538599,94.42444855950171
124.0,27.78642646672458,94.63495179031024
125.0,26.742138883848373,94.83754375155152
126.0,25.73709839728573,95.03252176971277
127.0,24.769829997092746,95.22017199696347
128.0,23.838914108110217,95.40076983111581
129.0,22.942984506577453,95.57458031980201
130.0,22.080726315045265,95.74185854946145
131.0,21.250874072645423,95.90285001970875
132.0,20.4522098778845,96.05779100363213
133.0,19.683561601236548,96.2069088945506
134.0,18.943801164911058,96.3504225397393
135.0,18.23184288727204,96.48854256161258
136.0,17.54664188947808,96.6214716668359
137.0,16.887192562005154,96.74940494382079
138.0,16.252527088801525,96.87253014903898
139.0,15.641714026908874,96.99102798257617
140.0,15.053856939465021,97.10507235332969
141.0,14.488093080081946,97.2148306342394
142.0,13.943592126668491,97.3204639079263
143.0,13.419554962839314,97.42212720309931
144.0,12.915212505121689,97.51996972207752
145.0,12.429824574239047,97.61413505976114
146.0,11.962678808814626,97.70476141437337
147.0,11.513089619901036,97.79198179028171
148.0,11.080397184801416,97.87592419319687
