time,grid_load,soc
0.0,55.0,50.516666666666666
1.0,55.0,50.93333333333334
2.0,55.0,51.35
3.0,55.0,51.766666666666666
4.0,55.0,52.18333333333334
5.0,55.0,52.6
6.0,55.0,53.016666666666666
7.0,55.0,53.43333333333334
8.0,55.0,53.85
9.0,55.0,54.266666666666666
10.0,55.0,54.68333333333334
11.0,55.0,55.1
12.0,55.0,55.516666666666666
13.0,55.0,55.93333333333334
14.0,55.0,56.35
15.0,55.0,56.766666666666666
16.0,55.0,57.18333333333334
17.0,55.0,57.6
18.0,55.0,58.016666666666666
19.0,55.0,58.43333333333334
20.0,55.0,58.85
21.0,55.0,59.266666666666666
22.0,55.0,59.68333333333334
23.0,55.0,60.1
24.0,55.0,60.516666666666666
25.0,55.0,60.93333333333334
26.0,55.0,61.35000000000001
27.0,55.0,61.76666666666667
28.0,55.0,62.18333333333334
29.0,55.0,62.60000000000001
30.0,55.0,63.01666666666667
31.0,55.0,63.43333333333334
32.0,55.0,63.85000000000001
33.0,55.0,64.26666666666668
34.0,55.0,64.68333333333334
35.0,55.0,65.10000000000001
36.0,55.0,65.51666666666668
37.0,55.0,65.93333333333334
38.0,55.0,66.35000000000001
39.0,55.0,66.76666666666667
40.0,55.0,67.18333333333334
41.0,55.0,67.6
42.0,55.0,68.01666666666667
43.0,55.0,68.43333333333334
44.0,55.0,68.85
45.0,55.0,69.26666666666667
46.0,55.0,69.68333333333334
47.0,55.0,70.1
48.0,55.0,70.51666666666665
49.0,55.0,70.93333333333332
50.0,55.0,71.35
51.0,55.0,71.76666666666665
52.0,55.0,72.18333333333332
53.0,55.0,72.6
54.0,55.0,73.01666666666665
55.0,55.0,73.43333333333332
56.0,55.0,73.85
57.0,55.0,74.26666666666665
58.0,55.0,74.68333333333331
59.0,55.0,75.09999999999998
60.0,55.0,75.51666666666665
61.0,55.0,75.93333333333331
62.0,55.0,76.34999999999998
63.0,55.0,76.76666666666665
64.0,55.0,77.18333333333331
65.0,55.0,77.59999999999998
66.0,55.0,78.01666666666664
67.0,55.0,78.43333333333331
68.0,55.0,78.84999999999997
69.0,55.0,79.26666666666664
70.0,55.0,79.68333333333331
71.0,55.0,80.09999999999998
72.0,55.0,80.51666666666665
73.0,55.0,80.93333333333331
74.0,55.0,81.34999999999998
75.0,55.0,81.76666666666665
76.0,55.0,82.18333333333332
77.0,55.0,82.6
78.0,55.0,83.01666666666665
79.0,55.0,83.43333333333334
80.0,55.0,83.85
81.0,55.0,84.26666666666667
82.0,55.0,84.68333333333334
83.0,55.0,85.1
84.0,55.0,85.51666666666668
85.0,55.0,85.93333333333334
86.0,55.0,86.35000000000001
87.0,55.0,86.76666666666668
88.0,55.0,87.18333333333334
89.0,55.0,87.60000000000002
90.0,54.6668648300738,88.01414291537937
91.0,52.8525216442529,88.4145408066237
92.0,51.09839484739387,88.8016498584979
93.0,49.402485912686636,89.17591111541219
94.0,47.76286264259587,89.53775098391671
95.0,46.17765696745314,89.88758171851862
96.0,44.64506281711174,90.22580189137554
97.0,43.16333406323941,90.55279684640007
98.0,41.73078252990423,90.86893913829329
99.0,40.345776070187654,91.17458895700683
100.0,39.006736706632786,91.47009453811768
101.0,37.71213883340967,91.75579255958291
102.0,36.46050747814879,92.03200852532646
103.0,35.25041662146299,92.29905713609513
104.0,34.08048757224274,92.55724264800605
105.0,32.949387396874066,92.80685921919451
106.0,31.855827400589003,93.04819124495654
107.0,30.79856165921892,93.2815136817688
108.0,29.776385599677496,93.50709236055424
109.0,28.78813462755608,93.72518428955088
110.0,27.83268280026806,93.93603794712868
111.0,26.908941544230256,94.13989356488798
112.0,26.015858414619927,94.33698340136239
113.0,25.15241589629428,94.52753200663733
114.0,24.317630244506365,94.71175647818663
115.0,23.5105503640966,94.88986670821767
116.0,22.730256725882846,95.0620656228077
117.0,21.9758603190145,95.22854941310325
118.0,21.24650163809704,95.3895077588464
119.0,20.541349703932934,95.54512404448226
120.0,19.859601116763322,95.69557556809411
121.0,19.200479140931662,95.84103374340418
122.0,18.563232819926597,95.98166429507032
123.0,17.94713612079575,96.11762744750058
124.0,17.351487106955595,96.24907810740176
125.0,16.77560713845509,96.37616604026884
126.0,16.218840098781723,96.49903604101718
127.0,15.680551647329226,96.61782809895149
128.0,15.16012849667521,96.73267755725965
129.0,14.656977713845237,96.84371526721301
130.0,14.170526044767364,96.95106773724913
131.0,13.700219261147364,97.05485727710632
